Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
Laestadia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laeticorticium roseum	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Laetifomes	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laetiporus	7	Saprotroph	Wood saprotroph	Highly Probable		Brown rot		"Gilbertson RL; Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo"
Laetisaria	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laetisaria fuciformis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Laeviomeliola	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laeviomyces lecanoricola	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Laeviomyces pertusariicola	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lagarobasidium	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lagena radicicola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Lagenulopsis	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lahmia	7	Symbiotroph	Lichenized	Highly Probable			Syn. Arthrorhaphis	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lahmiomyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lambertella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lambertellinia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lamelloporus	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lamprospora	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lampteromyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lanatonectria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lancisporomyces	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Langdonia	7	Pathotroph	Plant pathogen	Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Langermannia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Langeronites	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lanspora	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lanzia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laoco_n	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laridospora	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasallia	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lasiobelonium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiobertia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiobolidium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiobolus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiobotrys	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiochlaena	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiodiplodia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiodiplodia theoboomae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Lasiodiplodia theobromae	8	Pathotroph	Plant pathogen|Endophyte	Possible			host: broad host range	De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119
Lasiodiplodia triflorae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Lasioloma	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiomollisia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasionectria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiosphaeria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiosphaeriopsis stereocaulicola	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lasiosphaeris	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lasiostemma	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laternea	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lathagrium	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lathraeodiscus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Latruncellus	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lauderlindsaya	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lauderlindsaya borreri	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Laurera	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Laurilia	7	Pathotroph	Plant pathogen	Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lauriomyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laurobasidium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lautisporopsis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lautitia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Laxitectum bicolor	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Laxitectum sulcata	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Laxitextum	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lazaroa	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lazuardia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leandria momordicae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Lecanactis	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecania	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecanicillium	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lecanidiella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lecanidion	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lecanidium	7	Symbiotroph	Lichenized	Highly Probable				"Nash III TH, III, Ryan BD, Gries C, Bungartz F. 2001. Lichen flora of the greater Sonoran Desert region, Vol. 1. Lichens Unlimited, Tempe, Arizona"
Lecanocybe	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lecanographa	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecanora	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecanoropsis	7	Symbiotroph	Lichenized	Highly Probable			Syn. Lecanora	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecanosticta	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leccinellum	7	Symbiotroph	Ectomycorrhizal	Highly Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263"
Leccinum	7	Symbiotroph	Ectomycorrhizal	Highly Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263; http://mycorrhizas.info/ecmf.html"
Lecidea	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecidella	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecideopsella	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lecidoma	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecidopyrenopsis	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leciographa	7	Symbiotroph	Lichenized	Highly Probable			Syn. Opegrapha some lichenicolous	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leciophysma	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lectera	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lecythophora	7	Symbiotroph|Pathotroph	Undefined root endophyte	Highly Probable		Dark septate endophyte		Taylor DL et al. 2014. Ecological Monographs 84:3-20.
Lecythophora mutabilis	8	Symbiotroph|Pathotroph	Undefined root endophyte	Highly Probable		Dark septate endophyte		Taylor DL et al. 2014. Ecological Monographs 84:3-20.
Lecythothecium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Legerioides	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Legeriomyces	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Legeriosimilis	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leicopixos	7	Symbiotroph	Arbuscular mycorrhizal	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leifidium	7	Symbiotroph	Lichenized	Highly Probable				"Kirk PM, Cannon PF, Minter DW, Stalpers JA. 2008. Dictionary of the Fungi (10th ed.) Wallingford, CABI"
Leightoniella	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leightoniomyces	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leimonis	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leioderma	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leiorreuma	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leiosphaerella cocoes	8	Pathotroph	Endophyte	Highly Probable			host: Araceae	De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119
Lembosia	7	Pathotroph	Endophyte	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lembosiella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lembosina	7	Pathotroph	Endophyte	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lembosiopeltis	7	Pathotroph	Endophyte	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lembosiopsis	7	Pathotroph	Endophyte	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lemmopsis	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lemonniera	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lempholemma	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lentamyces	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lentaria	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lentinellus	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lentinula	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lentinus	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lentomitella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lenzites	7	Saprotroph	Wood saprotroph	Highly Probable		White rot		"Gilbertson RL; Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo"
Lenzitopsis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leohumicola	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leotia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leotia lubrica	8	Saprotroph	Saprotroph	Probable				"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Lepidoma	7	Symbiotroph	Lichenized	Highly Probable			Syn. Lecidoma	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lepidomyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lepidopterella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lepidosphaeria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lepidostroma	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lepiota	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lepista	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lepisticola capitata	8	Pathotroph	Mycoparasite	Highly Probable				List compiled by John Plischke III; home.comcast.net/~grifola/fungionfungi.pdf
Lepolichen	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lepraria	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leprieuria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leprocaulon	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leprocollema	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leproloma	7	Symbiotroph	Lichenized	Highly Probable			Syn. Lepraria	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leproplaca	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptascospora	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Lepteutypa cupressi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Leptochaete	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leptochidium	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptocorticium	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leptocucurthis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leptodiscella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Leptodiscus terrestris	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Leptodontidium	7	Symbiotroph|Pathotroph	Undefined root endophyte	Highly probable		Dark septate endophyte		New Phytologist 140:295-310 (as Dark septate endophytes); Taylor DL et al. 2014. Ecological Monographs 84:3-20.
Leptodontidium elatius	8	Symbiotroph|Pathotroph	Undefined root endophyte	Highly Probable		Dark septate endophyte		Taylor DL et al. 2014. Ecological Monographs 84:3-20.
Leptodontidium orchidicola	8	Symbiotroph|Pathotroph	Undefined root endophyte	Highly Probable		Dark septate endophyte		"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45 (ECM); Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263 (Not ECM), New Phytologist 140:295-310 (as Dark septate endophytes)."
Leptodontium elatius	8	Symbiotroph|Pathotroph	Undefined root endophyte	Highly probable		Dark septate endophyte		New Phytologist 140:295-310 (as Dark septate endophytes); Taylor DL et al. 2014. Ecological Monographs 84:3-20.Leptodothiorella
Leptogidium	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptogium	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
